variable,dummyVariable,typeEnd,databaseStart,variableStart,typeStart,recEnd,numValidCat,catLabel,catLabelLong,units,recStart,catStartLabel,variableStartShortLabel,variableStartLabel,notes
adj_hh_inc,N/A,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6","DerivedVar::[thi_01, dhhdhsz]",N/A,Func::calculate_hhld_income,N/A,N/A,N/A,$,N/A,N/A,Adjusted household income,Adjusted total household income based on household size,
adj_hh_inc,N/A,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle5","DerivedVar::[thi_01, dhhdhsz]",N/A,NA::a,N/A,not applicable,not applicable,$,N/A,N/A,Adjusted household income,Adjusted total household income based on household size,
adj_hh_inc,N/A,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6","DerivedVar::[thi_01, dhhdhsz]",N/A,NA::b,N/A,missing,missing,$,N/A,N/A,Adjusted household income,Adjusted total household income based on household size,
agegroup2079,agegroup2079_cat2_1,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",[clc_age],cont,1,2,20 to 79 years,20 to 79 years,N/A,"[20, 79]",20 to 79 years,Age ,Converted age (2 groups),
agegroup2079,agegroup2079_cat2_2,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",[clc_age],cont,2,2,Not 20 to 79 years,Not 20 to 79 years,N/A,"[3, 19]",Not 20 to 70 years,Age ,Converted age (2 groups),
agegroup2079,agegroup2079_cat2_2,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",[clc_age],cont,2,2,Not 20 to 79 years,Not 20 to 79 years,N/A,80,Not 20 to 70 years,Age ,Converted age (2 groups),
agegroup2079,agegroup2079_cat2_NA::a,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",[clc_age],cont,NA::a,2,not applicable,not applicable,N/A,996,Valid skip,Age ,Converted age (2 groups),
agegroup2079,agegroup2079_cat2_NA::b,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",[clc_age],cont,NA::b,2,missing,missing,N/A,"[997, 999]",Don't know (997); Refusal (998); Not stated (999),Age ,Converted age (2 groups),
agegroup2079,agegroup2079_cat2_NA::b,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",[clc_age],cont,NA::b,2,missing,missing,N/A,else,else,Age ,Converted age (2 groups),
agegroup4,agegroup4_cat4_1,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",[clc_age],cont,1,4,20 to 39 years,20 to 39 years,N/A,"[20, 39]",20 to 39 years,Age ,Converted age (4 groups),
agegroup4,agegroup4_cat4_2,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",[clc_age],cont,2,4,40 to 59 years,40 to 59 years,N/A,"[40, 59]",40 to 59 years,Age ,Converted age (4 groups),
agegroup4,agegroup4_cat4_3,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",[clc_age],cont,3,4,60 to 69 years,60 to 69 years,N/A,"[60, 69]",60 to 69 years,Age ,Converted age (4 groups),
agegroup4,agegroup4_cat4_4,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",[clc_age],cont,4,4,70 to 79 years,70 to 79 years,N/A,"[70, 79]",70 to 79 years,Age ,Converted age (4 groups),
agegroup4,agegroup4_cat4_NA::a,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",[clc_age],cont,NA::a,4,not applicable,not applicable,N/A,996,Valid skip,Age ,Converted age (4 groups),
agegroup4,agegroup4_cat4_NA::b,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",[clc_age],cont,NA::b,4,missing,missing,N/A,"[997, 999]",Don't know (997); Refusal (998); Not stated (999),Age ,Converted age (4 groups),
agegroup4,agegroup4_cat4_NA::b,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",[clc_age],cont,NA::b,4,missing,missing,N/A,else,else,Age ,Converted age (4 groups),
alc_11,alc_11_cat2_1,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",[alc_11],cat,1,2,Yes,Yes,N/A,1,Yes,Drank in past year,Drank alcohol - past 12 months,
alc_11,alc_11_cat2_2,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",[alc_11],cat,2,2,No,No,N/A,2,No,Drank in past year,Drank alcohol - past 12 months,
alc_11,alc_11_cat2_NA::a,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",[alc_11],cat,NA::a,2,not applicable,not applicable,N/A,6,Valid skip,Drank in past year,Drank alcohol - past 12 months,
alc_11,alc_11_cat2_NA::b,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",[alc_11],cat,NA::b,2,missing,missing,N/A,"[7, 9]",Don't know (7); Refusal (8); Not stated (9),Drank in past year,Drank alcohol - past 12 months,
alc_11,alc_11_cat2_NA::b,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",[alc_11],cat,NA::b,2,missing,missing,N/A,else,else,Drank in past year,Drank alcohol - past 12 months,
alc_17,alc_17_cat2_1,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",[alc_17],cat,1,2,Yes,Yes,N/A,1,Yes,Ever drank alcohol,Ever had a drink,
alc_17,alc_17_cat2_2,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",[alc_17],cat,2,2,No,No,N/A,2,No,Ever drank alcohol,Ever had a drink,
alc_17,alc_17_cat2_NA::a,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",[alc_17],cat,NA::a,2,not applicable,not applicable,N/A,6,Valid skip,Ever drank alcohol,Ever had a drink,
alc_17,alc_17_cat2_NA::b,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",[alc_17],cat,NA::b,2,missing,missing,N/A,"[7, 9]",Don't know (7); Refusal (8); Not stated (9),Ever drank alcohol,Ever had a drink,
alc_17,alc_17_cat2_NA::b,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",[alc_17],cat,NA::b,2,missing,missing,N/A,else,else,Ever drank alcohol,Ever had a drink,
alc_18,alc_18_cat2_1,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",[alc_18],cat,1,2,Yes,Yes,N/A,1,Yes,Drank alcohol regularly,Regularly drank more than 12 drinks a week,
alc_18,alc_18_cat2_2,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",[alc_18],cat,2,2,No,No,N/A,2,No,Drank alcohol regularly,Regularly drank more than 12 drinks a week,
alc_18,alc_18_cat2_NA::a,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",[alc_18],cat,NA::a,2,not applicable,not applicable,N/A,6,Valid skip,Drank alcohol regularly,Regularly drank more than 12 drinks a week,
alc_18,alc_18_cat2_NA::b,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",[alc_18],cat,NA::b,2,missing,missing,N/A,"[7, 9]",Don't know (7); Refusal (8); Not stated (9),Drank alcohol regularly,Regularly drank more than 12 drinks a week,
alc_18,alc_18_cat2_NA::b,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",[alc_18],cat,NA::b,2,missing,missing,N/A,else,else,Drank alcohol regularly,Regularly drank more than 12 drinks a week,
alcdwky,N/A,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",[alcdwky],cont,copy,N/A,Drinks in week,Drinks in week,drinks/week,"[0, 84]",Number of drinks,Drinks in week,"	Weekly consumption - (D)",
alcdwky,N/A,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",[alcdwky],cont,NA::a,N/A,not applicable,not applicable,drinks/week,996,Valid skip,Drinks in week,"	Weekly consumption - (D)",
alcdwky,N/A,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",[alcdwky],cont,NA::b,N/A,missing,missing,drinks/week,"[997, 999]",Don't know (997); Refusal (998); Not stated (999),Drinks in week,"	Weekly consumption - (D)",
alcdwky,N/A,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",[alcdwky],cont,NA::b,N/A,missing,missing,drinks/week,else,else,Drinks in week,"	Weekly consumption - (D)",
ammdmva1,N/A,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6","cycle1::amsdmva1,[ammdmva1]",cont,copy,N/A,minutes/day,minutes/day,minutes/day,"[0, 404]",Minutes per day,Minutes of exercise per day (accelerometer Day 1),Total moderate-to-vigorous physical activity - Day 1 (min/day),
ammdmva1,N/A,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6","cycle1::amsdmva1,[ammdmva1]",cont,NA::a,N/A,not applicable,not applicable,minutes/day,9996,Valid skip ,Minutes of exercise per day (accelerometer Day 1),Total moderate-to-vigorous physical activity - Day 1 (min/day),
ammdmva1,N/A,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6","cycle1::amsdmva1,[ammdmva1]",cont,NA::b,N/A,missing,missing,minutes/day,"[9997, 9999]",Don't know (9997); Refusal (9998); Not stated (9999),Minutes of exercise per day (accelerometer Day 1),Total moderate-to-vigorous physical activity - Day 1 (min/day),
ammdmva1,N/A,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6","cycle1::amsdmva1,[ammdmva1]",cont,NA::b,N/A,missing,missing,minutes/day,else,else,Minutes of exercise per day (accelerometer Day 1),Total moderate-to-vigorous physical activity - Day 1 (min/day),
ammdmva2,N/A,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6","cycle1::amsdmva2,[ammdmva2]",cont,copy,N/A,minutes/day,minutes/day,minutes/day,"[0, 404]",Minutes per day,Minutes of exercise per day (accelerometer Day 2),Total moderate-to-vigorous physical activity - Day 2 (min/day),
ammdmva2,N/A,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6","cycle1::amsdmva2,[ammdmva2]",cont,NA::a,N/A,not applicable,not applicable,minutes/day,9996,Valid skip ,Minutes of exercise per day (accelerometer Day 2),Total moderate-to-vigorous physical activity - Day 2 (min/day),
ammdmva2,N/A,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6","cycle1::amsdmva2,[ammdmva2]",cont,NA::b,N/A,missing,missing,minutes/day,"[9997, 9999]",Don't know (9997); Refusal (9998); Not stated (9999),Minutes of exercise per day (accelerometer Day 2),Total moderate-to-vigorous physical activity - Day 2 (min/day),
ammdmva2,N/A,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6","cycle1::amsdmva2,[ammdmva2]",cont,NA::b,N/A,missing,missing,minutes/day,else,else,Minutes of exercise per day (accelerometer Day 2),Total moderate-to-vigorous physical activity - Day 2 (min/day),
ammdmva3,N/A,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6","cycle1::amsdmva3,[ammdmva3]",cont,copy,N/A,minutes/day,minutes/day,minutes/day,"[0, 404]",Minutes per day,Minutes of exercise per day (accelerometer Day 3),Total moderate-to-vigorous physical activity - Day 3 (min/day),
ammdmva3,N/A,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6","cycle1::amsdmva3,[ammdmva3]",cont,NA::a,N/A,not applicable,not applicable,minutes/day,9996,Valid skip ,Minutes of exercise per day (accelerometer Day 3),Total moderate-to-vigorous physical activity - Day 3 (min/day),
ammdmva3,N/A,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6","cycle1::amsdmva3,[ammdmva3]",cont,NA::b,N/A,missing,missing,minutes/day,"[9997, 9999]",Don't know (9997); Refusal (9998); Not stated (9999),Minutes of exercise per day (accelerometer Day 3),Total moderate-to-vigorous physical activity - Day 3 (min/day),
ammdmva3,N/A,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6","cycle1::amsdmva3,[ammdmva3]",cont,NA::b,N/A,missing,missing,minutes/day,else,else,Minutes of exercise per day (accelerometer Day 3),Total moderate-to-vigorous physical activity - Day 3 (min/day),
ammdmva4,N/A,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6","cycle1::amsdmva4,[ammdmva4]",cont,copy,N/A,minutes/day,minutes/day,minutes/day,"[0, 404]",Minutes per day,Minutes of exercise per day (accelerometer Day 4),Total moderate-to-vigorous physical activity - Day 4 (min/day),
ammdmva4,N/A,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6","cycle1::amsdmva4,[ammdmva4]",cont,NA::a,N/A,not applicable,not applicable,minutes/day,9996,Valid skip ,Minutes of exercise per day (accelerometer Day 4),Total moderate-to-vigorous physical activity - Day 4 (min/day),
ammdmva4,N/A,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6","cycle1::amsdmva4,[ammdmva4]",cont,NA::b,N/A,missing,missing,minutes/day,"[9997, 9999]",Don't know (9997); Refusal (9998); Not stated (9999),Minutes of exercise per day (accelerometer Day 4),Total moderate-to-vigorous physical activity - Day 4 (min/day),
ammdmva4,N/A,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6","cycle1::amsdmva4,[ammdmva4]",cont,NA::b,N/A,missing,missing,minutes/day,else,else,Minutes of exercise per day (accelerometer Day 4),Total moderate-to-vigorous physical activity - Day 4 (min/day),
ammdmva5,N/A,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6","cycle1::amsdmva5,[ammdmva5]",cont,copy,N/A,minutes/day,minutes/day,minutes/day,"[0, 404]",Minutes per day,Minutes of exercise per day (accelerometer Day 5),Total moderate-to-vigorous physical activity - Day 5 (min/day),
ammdmva5,N/A,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6","cycle1::amsdmva5,[ammdmva5]",cont,NA::a,N/A,not applicable,not applicable,minutes/day,9996,Valid skip ,Minutes of exercise per day (accelerometer Day 5),Total moderate-to-vigorous physical activity - Day 5 (min/day),
ammdmva5,N/A,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6","cycle1::amsdmva5,[ammdmva5]",cont,NA::b,N/A,missing,missing,minutes/day,"[9997, 9999]",Don't know (9997); Refusal (9998); Not stated (9999),Minutes of exercise per day (accelerometer Day 5),Total moderate-to-vigorous physical activity - Day 5 (min/day),
ammdmva5,N/A,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6","cycle1::amsdmva5,[ammdmva5]",cont,NA::b,N/A,missing,missing,minutes/day,else,else,Minutes of exercise per day (accelerometer Day 5),Total moderate-to-vigorous physical activity - Day 5 (min/day),
ammdmva6,N/A,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6","cycle1::amsdmva6,[ammdmva6]",cont,copy,N/A,minutes/day,minutes/day,minutes/day,"[0, 404]",Minutes per day,Minutes of exercise per day (accelerometer Day 6),Total moderate-to-vigorous physical activity - Day 6 (min/day),
ammdmva6,N/A,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6","cycle1::amsdmva6,[ammdmva6]",cont,NA::a,N/A,not applicable,not applicable,minutes/day,9996,Valid skip ,Minutes of exercise per day (accelerometer Day 6),Total moderate-to-vigorous physical activity - Day 6 (min/day),
ammdmva6,N/A,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6","cycle1::amsdmva6,[ammdmva6]",cont,NA::b,N/A,missing,missing,minutes/day,"[9997, 9999]",Don't know (9997); Refusal (9998); Not stated (9999),Minutes of exercise per day (accelerometer Day 6),Total moderate-to-vigorous physical activity - Day 6 (min/day),
ammdmva6,N/A,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6","cycle1::amsdmva6,[ammdmva6]",cont,NA::b,N/A,missing,missing,minutes/day,else,else,Minutes of exercise per day (accelerometer Day 6),Total moderate-to-vigorous physical activity - Day 6 (min/day),
ammdmva7,N/A,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6","cycle1::amsdmva7,[ammdmva7]",cont,copy,N/A,minutes/day,minutes/day,minutes/day,"[0, 404]",Minutes per day,Minutes of exercise per day (accelerometer Day 7),Total moderate-to-vigorous physical activity - Day 7 (min/day),
ammdmva7,N/A,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6","cycle1::amsdmva7,[ammdmva7]",cont,NA::a,N/A,not applicable,not applicable,minutes/day,9996,Valid skip ,Minutes of exercise per day (accelerometer Day 7),Total moderate-to-vigorous physical activity - Day 7 (min/day),
ammdmva7,N/A,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6","cycle1::amsdmva7,[ammdmva7]",cont,NA::b,N/A,missing,missing,minutes/day,"[9997, 9999]",Don't know (9997); Refusal (9998); Not stated (9999),Minutes of exercise per day (accelerometer Day 7),Total moderate-to-vigorous physical activity - Day 7 (min/day),
ammdmva7,N/A,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6","cycle1::amsdmva7,[ammdmva7]",cont,NA::b,N/A,missing,missing,minutes/day,else,else,Minutes of exercise per day (accelerometer Day 7),Total moderate-to-vigorous physical activity - Day 7 (min/day),
anymed,N/A,cat,"cycle1_meds, cycle2_meds","DerivedVar::[atc_101a, atc_102a, atc_103a, atc_104a, atc_105a, atc_106a, atc_107a, atc_108a, atc_109a, atc_110a, atc_111a, atc_112a, atc_113a, atc_114a, atc_115a, atc_201a, atc_202a, atc_203a, atc_204a, atc_205a, atc_206a, atc_207a, atc_208a, atc_209a, atc_210a, atc_211a, atc_212a, atc_213a, atc_214a, atc_215a, atc_131a, atc_132a, atc_133a, atc_134a, atc_135a, atc_231a, atc_232a, atc_233a, atc_234a, atc_235a, mhr_101b, mhr_102b, mhr_103b, mhr_104b, mhr_105b, mhr_106b, mhr_107b, mhr_108b, mhr_109b, mhr_110b, mhr_111b, mhr_112b, mhr_113b, mhr_114b, mhr_115b, mhr_201b, mhr_202b, mhr_203b, mhr_204b, mhr_205b, mhr_206b, mhr_207b, mhr_208b, mhr_209b, mhr_210b, mhr_211b, mhr_212b, mhr_213b, mhr_214b, mhr_215b, mhr_131b, mhr_132b, mhr_133b, mhr_134b, mhr_135b, mhr_231b, mhr_232b, mhr_233b, mhr_234b, mhr_235b]",N/A,Func::cycles1to2_any_antiHTN_meds,N/A,N/A,N/A,N/A,N/A,N/A,Antihypertension medication,Taking ANY antihypertension drugs,
anymed,anymed_cat2_1,cat,"cycle1_meds, cycle2_meds","DerivedVar::[atc_101a, atc_102a, atc_103a, atc_104a, atc_105a, atc_106a, atc_107a, atc_108a, atc_109a, atc_110a, atc_111a, atc_112a, atc_113a, atc_114a, atc_115a, atc_201a, atc_202a, atc_203a, atc_204a, atc_205a, atc_206a, atc_207a, atc_208a, atc_209a, atc_210a, atc_211a, atc_212a, atc_213a, atc_214a, atc_215a, atc_131a, atc_132a, atc_133a, atc_134a, atc_135a, atc_231a, atc_232a, atc_233a, atc_234a, atc_235a, mhr_101b, mhr_102b, mhr_103b, mhr_104b, mhr_105b, mhr_106b, mhr_107b, mhr_108b, mhr_109b, mhr_110b, mhr_111b, mhr_112b, mhr_113b, mhr_114b, mhr_115b, mhr_201b, mhr_202b, mhr_203b, mhr_204b, mhr_205b, mhr_206b, mhr_207b, mhr_208b, mhr_209b, mhr_210b, mhr_211b, mhr_212b, mhr_213b, mhr_214b, mhr_215b, mhr_131b, mhr_132b, mhr_133b, mhr_134b, mhr_135b, mhr_231b, mhr_232b, mhr_233b, mhr_234b, mhr_235b]",N/A,1,2,Yes,Yes,N/A,N/A,N/A,Antihypertension medication,Taking ANY antihypertension drugs,
